average_temperature,highest_temperature,lowest_temperature,daily_temperature_range,average_humidity,precipitation,transaction_volume_data
12.44,20.07,4.8,15.27,60.05,31.16,13.70638
12.36,19.88,4.85,15.03,60.62,31.34,12.7025
12.26,19.67,4.85,14.82,60.93,31.44,11.632040000000002
12.2,19.59,4.82,14.77,61.16,31.53,11.40511
12.14,19.51,4.77,14.74,61.65,31.63,10.83222
12.05,19.16,4.93,14.24,62.71,32.66,9.95556
12.03,18.9,5.15,13.74,63.61,33.71,9.03274
11.98,18.74,5.23,13.51,63.71,34.76,8.60081
11.77,18.37,5.17,13.2,64.44,35.98,8.02365
11.71,18.09,5.33,12.76,65.42,37.21,7.59519
11.58,17.7,5.47,12.23,66.16,38.76,7.422779999999999
11.4,17.26,5.55,11.72,66.69,40.32,6.9013
11.24,17.0,5.47,11.54,66.81,41.89,6.653779999999999
10.92,16.56,5.29,11.27,67.26,43.45,6.542890000000001
10.78,16.26,5.31,10.95,67.58,45.02,6.27135
10.6,15.88,5.34,10.54,68.11,46.74,6.15684
10.39,15.51,5.28,10.23,67.92,48.47,5.81392
10.1,15.03,5.16,9.87,68.47,50.37,5.60531
9.75,14.53,4.97,9.56,68.34,52.27,5.32981
9.36,14.13,4.6,9.53,68.03,53.65,5.07735
9.14,13.78,4.51,9.26,68.16,55.02,5.01712
8.96,13.54,4.39,9.15,68.82,56.39,4.77662
8.93,13.54,4.33,9.21,69.31,57.76,4.808260000000001
8.89,13.44,4.35,9.1,69.81,56.08,4.51682
8.93,13.47,4.41,9.06,69.89,56.15,4.36217
8.8,13.21,4.4,8.81,69.76,56.24,4.19341
8.58,12.8,4.37,8.43,69.6,56.34,4.06482
8.46,12.41,4.53,7.88,69.45,56.44,3.96245
8.14,11.99,4.3,7.69,69.45,56.53,3.80024
7.85,11.69,4.03,7.66,69.27,56.48,3.68552
7.63,11.68,3.6,8.08,67.9,55.69,3.5151
7.32,11.57,3.09,8.48,66.87,54.58,3.48259
7.12,11.27,2.98,8.29,67.11,54.05,3.21027
6.97,11.06,2.89,8.17,67.37,53.65,3.23082
6.74,10.84,2.66,8.18,67.29,53.24,3.07627
6.6,10.7,2.52,8.18,66.87,52.84,2.84833
6.39,10.54,2.25,8.28,66.77,51.58,2.73043
6.21,10.35,2.09,8.26,66.18,50.32,2.5837600000000003
5.85,9.92,1.79,8.13,66.08,49.1,2.61132
5.47,9.57,1.37,8.2,64.9,47.69,2.3391
4.94,9.19,0.68,8.51,64.15,46.29,2.25481
4.6,8.99,0.21,8.78,63.42,44.56,2.13148
4.25,8.74,-0.24,8.98,63.0,42.82,2.03195
4.03,8.55,-0.48,9.02,63.0,41.1,1.65375
3.76,8.31,-0.79,9.11,62.89,39.37,1.68545
3.52,8.11,-1.07,9.18,63.11,37.69,1.67943
3.32,8.04,-1.41,9.44,62.5,35.85,1.6578199999999998
3.0,7.83,-1.82,9.65,61.85,34.02,1.64195
2.94,7.99,-2.11,10.09,60.97,32.0,1.70157
2.87,7.95,-2.2,10.15,60.61,29.98,1.73865
2.73,7.86,-2.4,10.25,60.11,27.97,1.7578
2.48,7.73,-2.76,10.49,59.92,25.95,1.73505
2.3,7.67,-3.07,10.75,59.4,23.94,1.73959
2.1,7.43,-3.24,10.67,59.5,21.92,1.69265
1.97,7.35,-3.42,10.77,59.24,21.92,1.69265
1.92,7.41,-3.58,10.99,59.06,21.85,1.72595
1.94,7.62,-3.75,11.37,59.34,21.76,1.72595
1.92,7.71,-3.87,11.58,59.44,21.66,1.70959
1.72,7.55,-4.13,11.68,59.08,21.56,1.74618
1.59,7.44,-4.28,11.72,58.74,21.47,1.74287
1.55,7.25,-4.16,11.42,58.29,21.37,1.63722
1.37,6.98,-4.25,11.23,58.26,21.27,1.63552
1.26,6.86,-4.35,11.21,57.82,21.18,1.61943
1.11,6.86,-4.65,11.51,56.89,20.47,1.66941
0.91,6.67,-4.87,11.54,55.61,19.63,1.52759
0.67,6.45,-5.13,11.58,54.85,18.79,1.55009
0.38,6.1,-5.35,11.45,54.63,17.95,1.50009
0.18,5.98,-5.64,11.62,53.63,17.03,1.36357
-0.13,5.83,-6.11,11.95,53.42,16.1,1.67813
-0.19,5.86,-6.27,12.13,53.35,15.13,1.60941
-0.11,5.92,-6.16,12.07,54.08,14.23,1.60941
-0.11,5.8,-6.03,11.84,54.31,13.32,1.5738599999999998
-0.39,5.38,-6.18,11.56,54.06,12.42,2.01023
-0.59,5.22,-6.42,11.64,53.55,11.52,1.95413
-0.9,4.84,-6.65,11.49,52.9,10.6,2.01795
-1.1,4.7,-6.9,11.59,51.92,9.68,2.03768
-1.49,4.33,-7.31,11.64,50.5,8.71,1.98864
-2.04,3.74,-7.81,11.54,50.18,7.74,2.026
-2.2,3.55,-7.96,11.52,50.52,6.77,1.98786
-2.41,3.3,-8.13,11.43,50.76,5.81,2.27945
-2.41,3.42,-8.24,11.66,50.85,4.84,2.35557
-2.41,3.43,-8.25,11.67,51.66,3.95,2.66796
-2.3,3.35,-7.96,11.31,52.77,3.32,2.66291
-2.2,3.33,-7.72,11.05,53.34,2.69,2.62748
-2.19,3.29,-7.68,10.97,53.15,2.06,2.71691
-2.26,3.1,-7.63,10.72,52.73,2.06,2.96922
-2.5,2.82,-7.82,10.64,52.39,2.06,3.27654
-2.77,2.52,-8.06,10.57,52.11,2.06,3.63192
-2.93,2.39,-8.25,10.65,52.1,2.06,4.03196
-2.98,2.43,-8.4,10.83,52.29,2.06,4.209359999999999
-2.99,2.38,-8.37,10.76,52.24,2.06,4.32876
-3.15,2.4,-8.7,11.1,52.27,2.06,4.47996
-3.15,2.57,-8.87,11.44,52.21,2.06,4.59648
-3.1,2.6,-8.81,11.4,51.98,2.06,4.69495
-3.1,2.72,-8.92,11.63,51.92,2.06,4.69495
-2.96,2.98,-8.9,11.87,52.5,2.06,4.88995
-2.58,3.27,-8.43,11.7,53.71,2.45,5.004449999999999
-2.19,3.66,-8.04,11.7,54.95,2.97,5.24679
-1.95,3.99,-7.89,11.88,55.39,3.48,5.498279999999999
-2.01,3.82,-7.84,11.65,54.71,4.0,5.29406
-2.04,3.71,-7.79,11.5,54.53,4.52,5.29406
-1.99,3.85,-7.83,11.67,53.74,4.97,5.29406
-1.87,4.14,-7.86,12.0,53.27,5.42,5.58744
-1.52,4.6,-7.62,12.22,53.34,5.87,5.296600000000001
-1.15,4.98,-7.27,12.25,53.13,6.32,5.6235
-0.96,5.21,-7.13,12.34,52.92,6.77,5.6235
-0.68,5.45,-6.81,12.25,52.77,7.23,5.646
-0.32,5.84,-6.47,12.31,52.84,7.68,5.73386
0.03,6.25,-6.19,12.45,52.39,8.13,5.5196000000000005
0.17,6.48,-6.12,12.6,52.06,8.58,5.59893
0.31,6.57,-5.95,12.53,52.65,9.03,5.08873
0.5,6.7,-5.69,12.4,53.19,9.48,4.833399999999999
0.8,7.06,-5.45,12.52,52.97,10.02,4.60221
0.75,7.06,-5.55,12.61,51.77,10.29,4.58336
0.6,7.02,-5.81,12.83,51.0,9.89,4.85746
0.7,7.32,-5.92,13.24,50.71,9.48,4.85746
0.94,7.79,-5.89,13.68,50.84,9.48,4.46615
1.25,8.05,-5.53,13.58,51.92,9.73,3.74346
1.74,8.37,-4.88,13.25,52.94,11.13,2.92015
2.13,8.74,-4.47,13.21,53.03,12.53,2.12175
2.46,9.11,-4.18,13.29,53.74,13.94,1.78717
2.76,9.33,-3.79,13.12,53.79,15.34,1.50383
3.02,9.45,-3.39,12.84,53.34,16.74,1.45046
3.1,9.35,-3.13,12.48,52.98,18.15,1.41729
3.05,9.3,-3.18,12.48,52.98,19.55,1.38147
3.03,9.25,-3.17,12.42,52.85,20.95,1.38147
3.03,9.13,-3.05,12.18,53.06,22.35,1.38147
2.87,9.03,-3.26,12.29,52.4,23.37,1.3576199999999998
2.72,9.12,-3.67,12.79,50.94,24.26,1.31776
2.85,9.28,-3.57,12.85,49.82,25.15,1.27278
3.22,9.94,-3.47,13.41,49.87,26.03,1.24689
3.55,10.21,-3.08,13.29,50.39,27.1,1.24689
3.92,10.58,-2.72,13.3,50.87,28.16,1.24689
4.15,10.66,-2.36,13.03,51.39,29.23,1.24689
4.35,10.93,-2.22,13.15,51.61,30.29,1.24689
4.53,11.26,-2.19,13.45,51.81,31.35,1.24689
4.82,11.56,-1.91,13.47,51.61,32.42,1.24689
5.01,11.76,-1.73,13.49,51.6,33.48,1.22533
5.11,11.85,-1.62,13.47,52.32,34.55,1.19682
5.35,12.14,-1.44,13.58,52.95,35.61,1.11412
5.6,12.43,-1.22,13.65,53.06,36.68,1.08107
5.83,12.85,-1.17,14.02,52.02,37.74,1.10471
5.99,13.15,-1.15,14.31,51.35,38.81,1.17431
6.19,13.44,-1.05,14.49,51.1,39.71,1.17431
6.58,14.07,-0.9,14.97,51.05,40.61,1.19717
7.07,14.72,-0.58,15.3,51.08,40.61,1.19717
7.44,15.11,-0.23,15.33,51.1,40.61,1.19717
7.69,15.13,0.25,14.88,51.82,41.08,0.99391
7.85,15.2,0.5,14.7,51.98,41.42,0.9983
7.9,15.39,0.41,14.98,51.06,40.6,0.94722
7.97,15.55,0.4,15.15,51.03,40.37,0.94722
8.14,15.63,0.66,14.97,51.26,41.24,0.79867
8.4,16.1,0.7,15.4,51.53,42.11,0.7416200000000001
8.75,16.66,0.83,15.83,52.19,42.98,0.7318600000000001
9.19,17.29,1.09,16.2,53.06,43.85,0.6895
9.56,17.6,1.53,16.07,53.94,44.73,0.6514
9.95,17.95,1.94,16.01,54.16,45.6,0.6514
10.26,18.16,2.36,15.8,54.87,46.84,0.6514
10.66,18.6,2.72,15.88,54.82,48.08,0.56425
10.92,18.83,3.01,15.82,55.29,49.32,0.52567
11.05,18.93,3.19,15.73,56.48,50.73,0.5345
11.26,18.85,3.69,15.15,57.08,52.26,0.288
11.42,19.16,3.7,15.46,56.19,53.61,0.288
11.45,19.25,3.67,15.57,55.66,54.97,0.288
11.58,19.49,3.68,15.82,55.48,56.32,0.288
11.69,19.45,3.93,15.52,56.05,58.81,0.288
12.01,19.75,4.29,15.46,56.21,61.29,0.288
12.28,19.98,4.6,15.38,56.65,63.77,0.288
12.5,20.3,4.7,15.6,56.68,66.26,0.288
12.78,20.8,4.77,16.04,56.35,68.74,0.288
13.13,21.25,5.01,16.23,56.37,71.23,0.288
13.32,21.25,5.38,15.87,57.27,74.89,0.288
13.55,21.3,5.79,15.5,58.23,78.65,0.288
13.69,21.39,5.98,15.41,58.84,82.4,0.288
13.82,21.56,6.06,15.49,59.08,86.16,0.288
14.03,21.82,6.24,15.58,59.61,84.58,0.288
14.2,21.89,6.51,15.38,60.31,84.63,0.288
14.29,21.79,6.79,15.0,60.9,84.82,0.288
14.5,22.02,6.97,15.05,59.52,84.55,0.288
14.74,22.53,6.94,15.59,58.29,84.16,0.288
15.0,22.73,7.25,15.47,58.63,83.77,0.288
15.18,22.82,7.53,15.29,58.18,82.79,0.288
16.44,24.58,8.27,16.31,59.11,65.18,0.18
16.63,24.87,8.36,16.51,59.52,63.63,0.243
16.81,25.1,8.49,16.61,59.4,62.08,0.243
16.98,25.53,8.42,17.11,58.73,59.4,0.243
16.98,25.56,8.38,17.17,58.87,56.73,0.47067
16.96,25.51,8.37,17.14,60.03,54.37,0.58
17.13,25.65,8.58,17.07,60.84,52.02,0.758
17.25,25.69,8.79,16.9,61.4,49.66,0.8446699999999999
17.47,25.78,9.14,16.65,61.34,47.31,1.10943
17.77,26.24,9.3,16.94,60.81,43.77,1.81875
17.96,26.46,9.44,17.02,60.55,40.15,1.81875
18.13,26.68,9.56,17.12,60.61,36.52,2.3057800000000004
18.28,26.75,9.8,16.95,60.79,32.89,3.146
18.36,26.7,10.01,16.69,60.56,32.89,3.87309
18.4,26.78,10.01,16.78,60.13,32.84,4.7645
18.54,27.05,10.02,17.04,59.9,32.65,5.67646
18.52,27.01,10.03,16.97,61.35,32.45,6.9336400000000005
18.67,27.06,10.28,16.78,61.85,32.26,6.9336400000000005
18.53,26.81,10.25,16.56,62.56,32.1,8.4734
18.66,26.9,10.43,16.46,63.53,31.94,9.88831
18.84,26.89,10.79,16.1,64.08,31.84,10.91865
19.0,27.08,10.92,16.16,64.37,31.74,12.08228
19.33,27.58,11.09,16.49,63.66,30.77,13.49932
19.56,27.83,11.3,16.52,63.76,30.1,15.46205
19.73,27.79,11.67,16.11,64.32,29.42,15.46205
20.0,28.05,11.96,16.09,64.31,28.74,17.41533
20.27,28.18,12.37,15.81,64.29,28.06,19.23273
20.37,28.15,12.6,15.55,64.53,27.42,20.95304
20.64,28.33,12.95,15.37,65.23,26.61,22.36208
20.84,28.41,13.27,15.14,65.53,25.81,24.34768
20.99,28.49,13.5,14.98,65.77,25.0,27.17008
21.18,28.59,13.77,14.82,65.94,24.19,28.24968
21.3,28.63,13.99,14.65,66.11,23.39,33.04896
21.5,28.63,14.39,14.24,66.77,22.74,36.28638
21.7,28.59,14.83,13.77,67.48,22.1,38.447480000000006
21.96,28.72,15.22,13.5,67.63,21.45,42.14144
22.18,28.94,15.44,13.49,67.47,21.11,46.545300000000005
22.31,29.01,15.62,13.39,67.18,20.77,50.85796
22.42,29.11,15.74,13.36,66.95,20.44,52.76488
22.38,29.06,15.71,13.35,67.53,20.1,58.7685
22.42,29.07,15.79,13.29,67.82,19.76,64.79592
22.52,29.12,15.93,13.19,68.08,19.42,67.64567
22.66,29.17,16.16,13.01,68.34,19.08,71.96507000000001
22.81,29.18,16.44,12.74,68.79,19.02,76.47033
22.99,29.24,16.75,12.48,69.47,21.85,80.35681
23.14,29.14,17.15,11.99,70.4,25.21,82.88708
23.14,28.87,17.41,11.45,71.5,30.56,87.74319
23.44,29.26,17.63,11.63,71.35,35.92,91.59304
23.58,29.23,17.93,11.3,72.02,44.13,93.09011
23.93,29.7,18.16,11.54,71.58,53.08,97.3963
24.08,29.9,18.25,11.64,71.47,62.03,102.10878
24.29,30.19,18.38,11.81,71.15,70.92,107.59715
24.43,30.3,18.54,11.76,71.15,79.81,110.50996
24.51,30.31,18.7,11.61,71.52,88.69,117.57769
24.58,30.3,18.86,11.44,71.69,97.23,123.47988
24.7,30.47,18.92,11.55,71.37,105.76,124.95244
24.71,30.47,18.92,11.55,71.48,114.29,128.91663
24.7,30.47,18.91,11.56,71.61,122.82,133.6213
24.69,30.38,18.99,11.39,71.84,131.79,137.97426000000002
24.79,30.49,19.07,11.42,71.74,140.66,141.17442000000003
24.84,30.45,19.22,11.23,72.0,149.53,146.10992000000002
24.88,30.41,19.33,11.08,72.35,158.4,151.07962
24.87,30.26,19.45,10.81,72.92,167.27,153.53885
24.93,30.2,19.63,10.57,73.29,176.15,157.50574
24.99,30.32,19.63,10.69,73.13,184.85,161.45867
25.09,30.48,19.66,10.82,73.05,193.56,163.9627
25.13,30.5,19.72,10.78,73.34,202.29,166.39731
25.27,30.66,19.84,10.83,73.45,210.42,174.17465
25.48,30.83,20.09,10.74,73.94,218.55,181.92562
25.68,30.99,20.33,10.66,74.1,226.68,186.33074
25.91,31.23,20.54,10.69,73.85,234.81,191.68774
26.09,31.45,20.68,10.77,74.03,242.94,197.88241
26.29,31.64,20.89,10.75,74.21,251.08,209.08585
26.43,31.76,21.05,10.71,74.13,259.23,212.40354
26.53,31.94,21.12,10.83,73.97,257.58,229.30815
26.55,32.02,21.1,10.92,74.15,255.4,246.48458
26.63,32.22,21.15,11.07,74.04,253.44,259.46689000000003
26.84,32.62,21.24,11.38,73.49,249.47,273.48056
26.84,32.62,21.28,11.34,73.68,245.5,291.68119
26.9,32.85,21.26,11.59,73.44,238.68,294.65441
26.92,32.93,21.31,11.62,73.41,231.08,300.36046000000005
26.93,33.03,21.41,11.62,73.75,224.59,335.67358
26.87,32.96,21.47,11.49,74.35,219.36,364.78969
26.89,33.02,21.53,11.49,74.71,214.13,383.21615
26.96,33.2,21.56,11.64,74.55,208.89,402.89322
27.03,33.39,21.55,11.84,74.35,203.66,410.40915
27.09,33.55,21.55,11.99,74.25,198.43,419.55344
27.2,33.7,21.64,12.06,74.17,193.2,429.40112
27.32,33.89,21.76,12.12,74.18,187.96,460.59577
27.5,34.24,21.88,12.35,73.93,182.26,487.36804
27.56,34.38,21.94,12.45,73.96,176.56,497.35126
27.68,34.58,22.07,12.51,73.91,170.86,515.1265900000001
27.77,34.71,22.18,12.53,73.67,165.16,530.76211
27.86,34.95,22.22,12.73,73.3,159.46,545.22363
27.93,35.16,22.19,12.96,73.02,153.76,557.44785
27.98,35.3,22.19,13.11,72.82,148.06,572.36596
28.0,35.32,22.28,13.04,72.62,142.36,587.24858
27.97,35.36,22.27,13.09,72.16,136.65,583.8636700000001
27.93,35.51,22.1,13.41,71.59,130.9,589.3760699999999
27.63,35.19,21.88,13.31,72.13,125.68,594.22704
27.38,34.93,21.73,13.2,72.37,121.11,593.7545200000001
27.04,34.43,21.57,12.86,73.2,117.19,604.9208100000001
26.78,34.13,21.43,12.69,72.88,114.18,604.69142
26.47,33.83,21.11,12.73,72.65,111.15,603.9546899999999
26.21,33.57,20.92,12.65,72.38,108.16,598.68456
26.09,33.48,20.76,12.72,72.08,108.21,590.3508499999999
25.88,33.18,20.65,12.53,72.5,108.25,585.2726700000001
25.73,32.95,20.56,12.39,72.85,107.68,574.674
25.65,32.86,20.54,12.32,73.0,107.2,576.72885
25.52,32.65,20.52,12.13,73.48,107.12,570.2356500000001
25.39,32.42,20.45,11.97,73.82,107.47,577.39023
25.24,32.22,20.32,11.9,73.96,107.86,569.4033000000001
25.06,31.97,20.06,11.91,73.94,107.22,544.25915
24.94,31.85,19.92,11.94,73.87,105.38,523.32126
24.74,31.6,19.82,11.79,74.19,104.12,506.71419
24.53,31.25,19.73,11.53,74.67,103.72,479.05141
24.28,30.89,19.61,11.28,75.26,103.48,479.06756
24.05,30.62,19.47,11.14,75.63,103.44,474.22811
23.8,30.36,19.29,11.07,76.08,103.4,460.76661
23.61,30.15,19.14,11.01,76.43,103.36,440.96222
23.41,29.82,19.0,10.82,77.04,103.42,424.36812
23.16,29.34,18.9,10.44,77.88,105.65,395.26369
22.85,28.81,18.72,10.08,78.58,108.25,383.86388
22.53,28.34,18.53,9.81,79.35,111.12,361.62048
22.17,27.95,18.16,9.79,79.72,113.99,343.31448
21.82,27.6,17.83,9.77,80.11,116.86,338.07969
21.5,27.18,17.65,9.54,80.64,119.74,322.38177
21.22,26.95,17.36,9.58,81.09,122.61,308.80431
20.97,26.67,17.16,9.52,81.78,125.48,296.36162
20.72,26.31,17.02,9.28,82.54,128.35,289.38176
20.69,26.27,16.95,9.33,82.52,130.69,277.35456
20.76,26.35,17.04,9.31,82.86,132.38,270.6994
20.88,26.53,17.11,9.42,82.59,133.49,263.18569
20.78,26.31,17.1,9.22,83.59,134.14,254.03415
20.66,26.03,17.13,8.9,84.47,135.07,240.02762
20.52,25.76,17.08,8.68,85.52,128.65,224.36038
20.39,25.51,17.07,8.44,86.32,128.75,219.4604
20.45,25.63,17.08,8.55,86.3,128.77,204.11828
20.4,25.67,16.99,8.68,86.16,129.33,193.82056
20.17,25.36,16.77,8.59,86.44,131.34,188.172
19.97,25.28,16.5,8.79,86.07,135.01,172.47961999999998
19.76,25.09,16.25,8.85,85.95,138.41,159.06769
19.57,24.85,16.15,8.7,85.93,142.59,147.68054
19.29,24.49,15.95,8.55,85.15,147.7,137.68384
18.96,24.15,15.58,8.57,84.9,152.74,123.88184
18.68,23.95,15.25,8.7,84.68,157.2,109.7532
18.41,23.8,14.9,8.9,84.24,160.8,110.39264
18.16,23.62,14.58,9.04,83.73,164.24,95.69852
17.87,23.49,14.18,9.3,83.52,167.49,85.28036
17.62,23.32,13.86,9.45,83.44,170.73,83.0596
17.36,22.99,13.64,9.35,83.78,174.34,83.0596
17.21,22.93,13.4,9.53,83.52,178.37,80.43
17.06,22.99,13.13,9.85,83.16,180.23,81.34581
16.97,23.13,12.95,10.18,82.93,181.72,79.51452
16.86,23.16,12.72,10.44,82.72,182.95,77.055
16.83,22.94,12.78,10.16,82.88,184.17,72.03656
16.79,22.78,12.9,9.88,82.96,185.39,65.20958999999999
16.64,22.5,12.75,9.75,82.9,186.66,59.88396
16.42,22.27,12.54,9.73,82.84,187.97,52.67731
16.22,21.97,12.38,9.59,83.01,189.47,46.81327
16.02,21.75,12.19,9.56,82.82,191.17,45.27026
15.76,21.57,11.86,9.71,82.69,192.86,40.27522
15.44,21.08,11.59,9.49,82.67,194.69,36.07274
15.06,20.68,11.14,9.55,82.08,196.62,33.75604
14.71,20.53,10.64,9.89,80.98,198.1,31.714
14.4,20.34,10.19,10.14,80.27,199.3,29.67288
14.0,20.03,9.62,10.41,78.74,199.19,27.88369
13.42,19.61,8.89,10.72,77.91,199.05,26.96511
12.96,19.24,8.26,10.98,77.3,198.33,25.92656
12.56,18.95,7.68,11.27,76.88,196.94,24.12004
12.35,18.95,7.22,11.73,76.37,194.03,22.6363
12.09,18.56,6.94,11.62,76.63,189.05,22.04673
11.95,18.46,6.8,11.66,76.28,183.91,20.22188
11.69,18.15,6.35,11.8,75.67,177.95,17.91608
11.37,17.92,5.95,11.97,75.73,171.0,17.34778
11.22,17.7,5.76,11.94,75.55,164.08,16.609330000000003
11.05,17.5,5.54,11.97,75.47,157.19,14.54956
10.85,17.31,5.21,12.1,75.61,150.3,13.8033
10.7,17.19,4.95,12.24,75.83,143.41,12.71019
10.65,16.98,4.95,12.03,76.23,136.52,12.01304
10.57,16.75,4.76,11.98,74.95,129.63,10.42315
10.24,16.62,4.26,12.36,73.79,122.38,10.09711
9.93,16.38,3.93,12.45,72.99,114.6,9.58007
9.7,16.07,3.55,12.52,72.85,106.96,8.74926
9.58,15.8,3.48,12.32,73.0,99.37,7.578189999999999
9.5,15.68,3.35,12.34,72.55,91.84,6.846229999999999
9.26,15.56,3.05,12.51,72.61,84.3,6.31262
8.99,15.21,2.73,12.48,71.99,76.77,5.516
8.67,14.99,2.44,12.55,70.35,69.19,5.39215
8.29,14.52,2.04,12.48,68.99,61.56,5.077109999999999
7.86,14.19,1.55,12.65,68.11,53.75,4.41152
7.31,13.63,1.06,12.57,68.16,45.77,4.24107
7.05,13.25,0.94,12.32,68.29,37.83,3.83238
6.76,13.03,0.5,12.53,67.6,29.75,3.65528
6.42,12.88,0.12,12.76,67.35,21.51,3.1644
6.35,12.69,0.05,12.64,67.57,13.26,3.08962
6.36,12.74,0.07,12.67,67.06,4.65,2.90527
6.25,12.72,-0.09,12.81,67.23,4.65,2.67946
6.19,12.7,-0.15,12.85,67.23,4.65,2.66336
6.05,12.53,-0.2,12.73,67.1,4.65,2.19262
6.1,12.47,-0.16,12.64,66.76,4.65,2.12704
5.8,12.0,-0.41,12.41,65.66,4.65,1.97654
5.34,11.63,-0.84,12.47,65.13,4.65,2.08208
4.95,11.3,-1.33,12.63,65.06,4.65,2.04416
4.79,11.21,-1.41,12.63,65.19,4.65,2.20468
4.64,11.09,-1.56,12.65,65.12,4.65,2.1318
4.27,10.91,-1.93,12.84,64.61,4.62,2.12488
4.02,10.7,-2.25,12.94,63.89,4.55,2.03704
3.93,10.51,-2.28,12.79,63.4,4.49,1.98121
3.67,10.16,-2.49,12.65,63.03,4.42,1.98121
3.23,9.72,-2.87,12.59,61.99,4.36,2.087
2.71,9.29,-3.28,12.57,62.21,4.29,2.198
2.67,9.17,-3.28,12.45,62.21,4.23,2.2231300000000003
2.44,8.99,-3.56,12.55,62.63,4.16,2.291
2.32,8.78,-3.48,12.26,62.75,4.03,2.43327
2.14,8.6,-3.74,12.35,62.7,3.91,2.43136
1.85,8.19,-3.84,12.03,63.61,3.95,2.43136
1.88,8.21,-3.8,12.0,63.2,4.08,2.52041
1.77,8.07,-3.84,11.92,63.01,4.28,2.58814
1.62,7.92,-4.03,11.95,64.11,4.49,2.53032
1.58,8.02,-4.12,12.14,65.33,4.7,2.63652
1.69,7.92,-3.93,11.85,66.21,5.09,2.7789
1.9,8.01,-3.84,11.85,65.22,5.73,2.77271
1.67,7.96,-4.2,12.16,64.25,6.34,2.68305
1.45,7.75,-4.35,12.09,63.65,6.95,2.60552
1.29,7.57,-4.5,12.07,63.73,7.55,2.78813
1.08,7.45,-4.68,12.13,63.98,8.16,2.80335
0.85,7.37,-4.95,12.32,64.59,8.16,2.79236
0.86,7.38,-4.87,12.25,65.4,8.16,2.8337600000000003
0.9,7.37,-4.77,12.14,65.4,8.16,2.8337600000000003
0.84,7.42,-4.86,12.28,65.18,8.16,2.7185900000000003
0.56,7.1,-4.99,12.09,65.52,8.16,2.70281
0.61,7.12,-4.89,12.01,66.52,8.16,2.56448
0.76,7.29,-4.79,12.08,66.76,8.16,2.37257
0.93,7.39,-4.51,11.91,66.74,8.16,2.4309000000000003
0.95,7.34,-4.55,11.89,66.53,8.16,1.9636
0.97,7.26,-4.48,11.74,66.68,8.16,2.02747
1.0,7.14,-4.35,11.49,66.25,8.16,2.02747
1.0,7.1,-4.32,11.42,66.23,8.16,1.90389
0.74,6.9,-4.52,11.42,65.91,8.16,1.84389
0.56,6.63,-4.58,11.21,64.96,8.16,1.84389
0.4,6.49,-4.81,11.3,64.31,8.16,1.75583
0.4,6.54,-4.85,11.4,64.28,8.16,1.67594
0.13,6.32,-5.12,11.44,64.21,8.16,1.59517
0.04,6.21,-5.18,11.39,63.83,8.16,1.527
-0.18,6.22,-5.49,11.71,63.23,8.09,1.32126
-0.51,5.85,-5.78,11.63,62.48,7.94,1.38232
-0.81,5.77,-6.25,12.03,61.46,7.59,1.4157
-1.2,5.29,-6.62,11.9,61.06,7.16,1.33879
-1.49,5.08,-6.98,12.06,60.81,6.64,1.25963
-1.73,5.02,-7.28,12.3,60.44,6.13,1.331
-1.95,4.86,-7.53,12.4,59.74,5.61,1.31725
-2.2,4.98,-8.02,13.0,58.64,4.9,1.08725
-2.22,5.09,-8.04,13.13,58.28,3.92,1.12237
-2.15,5.2,-8.06,13.26,57.77,2.94,1.14028
-1.96,5.36,-7.94,13.3,58.21,1.96,1.1544100000000002
-1.83,5.32,-7.8,13.12,58.12,0.98,0.93156
-1.96,5.29,-7.99,13.27,57.37,0.0,0.889
-1.98,5.09,-8.01,13.1,56.04,0.0,0.889
-2.13,4.98,-8.22,13.2,54.81,0.0,0.889
-2.23,4.93,-8.4,13.33,54.45,0.0,0.83931
-2.2,4.97,-8.46,13.44,53.86,0.0,0.87527
-2.09,5.04,-8.27,13.3,53.75,0.0,0.87527
-2.14,4.93,-8.25,13.18,52.87,0.0,0.8704700000000001
-2.18,4.93,-8.29,13.21,52.07,0.0,0.8528
-2.37,4.69,-8.55,13.24,51.54,0.0,0.81938
-2.63,4.45,-8.64,13.09,51.05,0.0,0.8248099999999999
-2.74,4.27,-8.64,12.91,50.42,0.0,0.84424
-2.77,4.24,-8.65,12.9,50.58,0.0,0.81289
-2.9,4.16,-8.79,12.95,50.54,0.0,0.82382
-2.85,4.25,-8.85,13.11,50.78,0.0,0.84335
-2.63,4.58,-8.79,13.38,51.14,0.0,0.84335
-2.4,5.01,-8.66,13.68,51.57,0.0,0.82539
-2.12,5.45,-8.52,13.96,51.68,0.0,0.80195
-1.73,5.62,-8.22,13.84,51.81,0.0,0.80526
-1.67,5.58,-8.16,13.74,50.99,0.0,0.8050499999999999
-1.54,5.71,-8.15,13.86,50.48,0.0,0.80533
-1.29,6.0,-8.0,14.01,50.27,0.0,0.7364400000000001
-1.16,6.15,-7.87,14.03,49.91,0.0,0.65918
-0.99,6.29,-7.74,14.04,50.54,0.38,0.63322
-0.72,6.52,-7.48,14.0,50.63,1.3,0.52378
-0.46,6.67,-7.26,13.93,50.35,2.22,0.41456
-0.11,6.89,-6.9,13.79,50.0,3.13,0.36972
0.11,6.98,-6.63,13.61,49.9,4.05,0.37382
