average_temperature,highest_temperature,lowest_temperature,daily_temperature_range,average_humidity,precipitation,transaction_volume_data
2.15,6.73,-2.42,9.15,83.25,38.25,0.9895
1.84,7.03,-3.36,10.39,81.44,26.69,0.9895
1.76,6.95,-3.44,10.39,80.5,15.12,1.581
1.89,7.22,-3.48,10.7,81.0,17.5,1.844
2.0,7.05,-3.09,10.14,82.5,19.62,2.72933
2.67,7.96,-2.66,10.62,81.12,20.38,2.432
3.25,8.99,-2.54,11.52,79.69,21.06,2.93467
3.46,9.5,-2.63,12.13,78.62,21.75,2.93467
3.71,9.45,-2.09,11.54,81.56,23.25,2.5935
4.31,9.55,-0.96,10.51,82.12,24.81,2.5935
3.93,8.84,-1.04,9.87,82.44,26.38,2.53667
2.96,7.45,-1.56,9.01,81.06,27.94,2.53667
1.79,6.61,-3.05,9.66,79.25,28.81,1.555
1.11,5.99,-3.77,9.76,78.25,29.69,1.57
0.61,5.23,-4.02,9.25,79.25,30.56,1.57
0.05,4.27,-4.2,8.47,82.19,31.5,1.57
0.18,4.54,-4.19,8.72,83.25,31.75,0.421
0.59,5.01,-3.82,8.84,82.81,31.81,0.421
1.45,5.95,-3.05,9.0,82.44,31.88,0.6955
0.91,5.3,-3.46,8.76,81.38,31.94,0.6955
0.33,4.85,-4.19,9.04,79.0,32.0,0.79867
-0.44,4.63,-5.48,10.1,75.69,32.0,0.79867
-1.0,4.45,-6.43,10.88,74.44,32.19,0.79867
-1.6,4.2,-7.38,11.58,72.94,32.38,0.79867
-2.02,4.05,-8.08,12.13,73.12,28.38,0.9875
-1.34,4.84,-7.5,12.34,75.56,24.38,0.9875
-1.09,5.12,-7.3,12.43,76.5,20.38,1.005
-0.3,6.01,-6.61,12.63,77.38,16.38,0.829
0.21,6.29,-5.86,12.15,77.12,12.38,0.6605
0.52,6.34,-5.3,11.64,77.88,8.38,0.6605
0.45,5.84,-4.98,10.81,77.31,4.19,0.74833
0.05,5.57,-5.51,11.09,74.69,0.0,0.73775
0.15,5.45,-5.19,10.64,73.12,0.0,0.73775
-0.39,4.81,-5.61,10.43,71.06,0.0,0.73775
-1.43,3.7,-6.55,10.25,68.0,0.0,0.8108
-2.34,2.95,-7.63,10.58,67.25,0.0,0.85025
-2.44,2.81,-7.69,10.5,68.81,0.06,1.0285
-2.84,2.63,-8.28,10.9,67.75,0.12,1.0285
-2.82,2.78,-8.4,11.18,68.44,0.19,0.9925
-2.59,3.16,-8.31,11.48,70.06,0.25,1.088
-2.54,3.34,-8.39,11.73,71.25,0.31,1.088
-3.14,2.84,-9.1,11.94,72.25,0.38,1.18025
-3.84,1.81,-9.5,11.31,72.38,0.44,1.15825
-4.6,0.86,-10.09,10.95,73.56,0.5,1.0742
-5.22,0.48,-10.95,11.42,72.69,0.5,0.8232
-5.51,0.19,-11.24,11.43,72.12,0.5,0.706
-6.35,-0.96,-11.76,10.8,68.56,0.5,0.6912
-7.85,-2.67,-13.06,10.39,66.81,0.5,0.6912
-9.14,-3.63,-14.69,11.06,65.19,0.5,0.6912
-9.21,-3.6,-14.87,11.27,65.56,0.5,0.49975
-8.41,-2.23,-14.64,12.41,66.44,0.5,0.44225
-7.55,-1.2,-13.92,12.72,65.94,0.5,0.34367
-6.23,-0.19,-12.27,12.09,66.38,0.5,0.94633
-5.04,1.04,-11.14,12.17,67.81,0.5,1.3595
-4.3,1.96,-10.57,12.54,70.38,0.5,1.3595
-3.34,3.05,-9.74,12.79,70.06,0.44,1.1443299999999998
-2.93,3.54,-9.4,12.94,69.62,0.38,1.0735
-3.0,3.81,-9.8,13.61,68.44,0.31,0.9892
-2.81,3.9,-9.51,13.41,67.56,0.25,1.7612
-2.75,4.11,-9.59,13.7,66.75,0.19,1.768
-3.56,3.7,-10.83,14.53,65.88,0.12,1.84667
-4.4,3.1,-11.91,15.01,64.25,0.06,1.84667
-4.29,3.64,-12.23,15.86,65.25,0.0,1.84667
-3.53,4.46,-11.51,15.98,65.38,0.0,2.0732
-2.65,5.6,-10.9,16.5,64.31,0.0,2.37625
-1.54,6.95,-10.04,16.99,63.62,0.0,3.105
-0.46,7.46,-8.4,15.86,66.19,1.31,2.59167
1.36,8.98,-6.28,15.25,69.81,4.75,2.72833
2.17,9.91,-5.56,15.48,72.56,8.19,2.8895
2.26,9.26,-4.74,14.0,73.38,11.62,2.8895
2.14,8.64,-4.35,12.99,74.62,15.06,2.8895
1.84,8.43,-4.75,13.18,75.75,18.5,2.8895
1.92,8.04,-4.18,12.21,78.62,21.94,2.8895
1.57,6.78,-3.63,10.4,80.94,25.38,2.212
0.95,6.56,-4.66,11.23,78.81,27.5,2.212
-0.75,4.61,-6.15,10.76,71.25,27.5,3.486
-0.03,5.66,-5.72,11.39,70.69,27.5,3.486
-0.01,5.84,-5.89,11.72,68.62,27.5,2.293
0.07,5.91,-5.78,11.69,68.62,27.5,2.293
0.24,5.76,-5.31,11.08,67.81,27.56,2.293
0.56,6.21,-5.1,11.31,66.81,28.0,2.293
0.26,5.62,-5.11,10.74,69.62,30.19,2.293
-0.3,4.87,-5.48,10.35,72.19,32.38,2.293
-1.33,4.21,-6.85,11.06,74.62,28.94,1.1
-1.49,4.36,-7.35,11.71,76.62,25.5,1.1
3.45,10.38,-3.47,13.85,78.94,11.94,1.35
4.67,11.47,-2.12,13.6,76.81,8.38,0.936
5.95,12.36,-0.47,12.84,74.81,10.44,0.936
6.09,11.96,0.21,11.75,71.25,12.5,0.936
5.45,11.0,-0.12,11.12,70.0,14.56,0.936
4.51,9.94,-0.95,10.89,68.5,16.44,0.936
3.36,8.92,-2.21,11.14,67.19,16.5,0.936
2.81,8.47,-2.89,11.36,67.31,16.5,0.936
2.29,8.16,-3.61,11.77,65.31,16.5,1.342
2.73,9.16,-3.72,12.89,64.25,16.5,2.3055
3.18,10.41,-4.06,14.47,63.62,16.5,2.2
4.18,11.54,-3.17,14.71,67.69,16.56,2.2
5.41,13.0,-2.16,15.16,68.44,16.62,2.2
6.28,13.98,-1.39,15.36,68.62,16.69,2.2
6.99,15.19,-1.19,16.37,67.06,16.75,2.2
7.41,15.95,-1.09,17.04,65.94,16.81,2.2
7.93,16.01,-0.15,16.16,66.69,16.88,2.219
7.6,15.66,-0.46,16.13,67.44,16.94,1.989
7.35,14.78,-0.07,14.85,69.19,17.0,0.859
6.79,14.56,-1.0,15.56,66.38,17.0,0.859
6.21,14.21,-1.78,15.99,65.12,17.0,0.859
6.06,14.34,-2.21,16.55,63.81,17.0,0.859
6.18,14.46,-2.12,16.59,63.75,17.0,0.859
6.75,14.98,-1.47,16.45,63.62,17.0,0.859
7.02,15.91,-1.85,17.76,62.62,17.0,0.859
7.9,17.41,-1.61,19.03,61.81,14.88,1.8125
8.86,18.99,-1.26,20.25,60.94,12.75,2.5645
9.52,19.33,-0.27,19.6,63.12,10.62,2.5645
10.59,19.91,1.25,18.66,64.06,8.5,2.653
11.12,20.26,1.96,18.3,63.31,6.38,2.70275
11.51,20.95,2.06,18.89,61.94,4.62,2.4908
11.8,20.71,2.85,17.86,64.25,4.88,2.678
12.22,20.77,3.65,17.12,65.31,5.12,2.51971
12.45,20.36,4.54,15.82,68.19,7.5,2.69571
12.89,20.31,5.46,14.85,69.31,9.88,2.75117
13.26,20.7,5.82,14.87,67.62,12.25,2.8238600000000003
13.15,20.95,5.35,15.6,66.88,14.62,2.84443
13.62,20.89,6.39,14.5,71.12,20.12,3.023
13.79,20.41,7.2,13.21,73.19,25.25,3.253
13.76,21.03,6.55,14.48,70.94,28.38,3.15383
13.74,21.0,6.51,14.49,70.75,33.94,3.33367
13.41,20.23,6.62,13.6,69.06,41.38,3.2008
12.82,19.56,6.1,13.46,68.94,49.38,3.35917
12.75,19.54,5.99,13.55,68.75,57.38,3.379
12.55,19.19,5.95,13.24,69.12,65.81,3.48025
12.47,19.0,5.99,13.01,69.69,73.31,2.74125
13.06,19.44,6.7,12.74,69.69,80.81,3.9548
13.11,19.01,7.21,11.8,69.5,88.31,4.18875
13.09,19.15,7.01,12.14,68.81,93.38,4.702
13.55,20.41,6.69,13.73,68.19,96.56,4.37825
14.3,21.78,6.84,14.94,67.12,99.19,4.454
14.55,21.91,7.2,14.71,68.12,102.5,4.454
14.95,22.19,7.71,14.47,68.5,105.38,4.454
15.15,22.74,7.55,15.19,65.81,106.06,4.917
14.8,22.89,6.71,16.17,65.56,106.75,5.857
15.16,23.77,6.55,17.22,65.75,93.75,5.857
15.84,24.54,7.14,17.4,65.56,81.81,10.56175
15.74,23.71,7.75,15.96,67.81,73.69,13.8645
15.47,22.64,8.31,14.32,66.06,65.56,15.2456
15.71,23.54,7.89,15.65,63.0,56.75,15.2456
16.11,23.97,8.26,15.71,63.38,47.94,15.2456
16.11,23.92,8.31,15.61,61.81,39.12,17.857400000000002
16.27,24.2,8.35,15.85,59.44,30.31,19.4145
16.46,24.11,8.82,15.29,58.5,35.19,18.0714
15.99,22.7,9.3,13.4,60.25,41.44,17.479
16.29,23.16,9.44,13.72,58.38,43.88,15.3398
16.45,23.72,9.19,14.54,59.56,46.31,11.9388
16.58,23.22,9.94,13.29,61.44,48.75,14.7305
16.49,23.39,9.57,13.81,58.88,51.19,18.25357
16.85,23.81,9.87,13.94,59.5,55.31,18.69683
16.6,23.12,10.09,13.04,59.44,60.19,19.11529
16.3,23.12,9.49,13.64,59.44,65.06,20.83886
16.79,24.51,9.07,15.44,56.5,67.5,22.56
17.27,25.49,9.06,16.43,55.75,69.94,27.88271
17.55,26.0,9.09,16.91,56.31,72.38,34.33429
17.71,26.7,8.71,17.99,55.94,74.81,33.896
17.99,27.15,8.81,18.34,56.5,77.25,32.98
18.06,27.52,8.6,18.92,56.94,78.0,36.60629
18.37,27.39,9.34,18.05,61.25,80.38,43.38114
18.72,27.11,10.31,16.8,64.75,82.75,40.58329
18.82,26.59,11.04,15.55,69.12,85.12,40.88843
18.82,26.24,11.4,14.84,69.94,87.5,39.04814
19.04,26.05,12.01,14.04,71.12,89.88,39.63857
19.17,25.75,12.58,13.17,72.5,92.25,41.97483
19.21,25.64,12.76,12.87,74.0,94.62,62.74729
19.36,25.52,13.15,12.37,74.38,97.0,83.43157000000001
19.89,26.41,13.31,13.1,72.12,84.88,101.59229
19.92,26.91,12.89,14.02,70.0,72.75,126.97786
20.0,27.33,12.63,14.7,68.25,60.62,182.60743
19.83,26.73,12.88,13.85,69.88,48.5,244.93729
19.86,26.98,12.71,14.26,69.75,36.38,276.917
19.67,26.6,12.7,13.9,71.06,24.44,346.11829
19.99,26.48,13.45,13.03,72.19,12.5,426.711
20.06,26.24,13.85,12.39,73.38,0.56,498.70843
20.09,26.53,13.62,12.9,73.75,0.75,546.6445699999999
20.64,26.84,14.4,12.44,74.94,0.94,620.504
21.2,27.0,15.38,11.62,76.25,1.12,656.90914
21.71,27.5,15.91,11.59,77.69,2.38,688.626
22.05,27.36,16.73,10.64,78.25,3.62,674.139
22.66,28.16,17.16,11.0,77.69,4.69,690.96729
22.69,28.01,17.39,10.62,78.06,6.25,686.4965699999999
22.8,27.95,17.66,10.29,78.56,7.81,709.3588599999999
22.9,27.8,18.03,9.78,79.62,9.38,783.157
22.84,27.84,17.86,9.98,79.25,10.94,826.41786
22.69,27.85,17.54,10.31,78.75,12.5,850.79733
22.68,28.2,17.15,11.05,77.06,13.0,933.65114
22.73,28.51,16.95,11.56,77.0,13.5,1005.61257
22.94,28.59,17.3,11.29,77.44,14.0,1026.17414
23.24,29.24,17.25,11.99,77.12,14.0,1033.86986
23.33,29.25,17.43,11.82,78.38,18.31,1065.1951399999998
23.31,29.02,17.6,11.42,78.06,22.62,1031.03414
23.17,28.71,17.64,11.07,79.0,26.94,1035.75317
22.91,28.62,17.19,11.44,78.81,31.25,1123.5484299999998
22.8,28.62,16.95,11.67,78.81,35.56,1083.38057
22.6,28.2,16.95,11.25,79.81,39.88,1093.06686
22.56,28.01,17.06,10.95,80.69,44.19,1124.78357
22.61,27.6,17.56,10.04,82.06,49.75,1159.11257
22.84,27.74,17.86,9.87,81.62,51.38,1117.38771
22.85,27.55,18.1,9.45,83.31,53.31,1168.75433
22.76,26.85,18.64,8.21,85.75,69.81,1175.667
23.17,26.9,19.43,7.47,87.88,94.69,1020.32543
23.49,26.74,20.24,6.5,89.38,120.94,933.73986
23.79,26.78,20.8,5.97,90.62,147.25,887.45943
24.05,27.21,20.89,6.32,89.38,173.56,909.80557
24.19,27.76,20.61,7.15,87.81,198.62,995.63743
24.29,28.35,20.24,8.11,86.69,223.31,1029.18117
24.82,29.25,20.4,8.85,85.5,247.81,1177.03229
25.25,29.86,20.64,9.23,84.5,258.81,1138.45429
25.25,29.84,20.65,9.19,83.81,261.44,1182.36343
25.16,29.88,20.42,9.45,83.56,262.75,1236.53414
25.01,30.0,20.0,10.0,82.38,264.0,1300.179
24.29,28.8,19.75,9.05,84.88,271.38,1216.6038600000002
23.86,27.9,19.79,8.11,86.75,279.0,1150.16583
23.6,27.36,19.8,7.56,87.38,286.62,1045.28671
23.38,27.24,19.47,7.76,87.62,294.12,798.65129
23.41,27.5,19.29,8.21,87.06,300.56,724.07514
23.45,27.66,19.21,8.45,86.81,307.0,634.8982900000001
23.74,28.05,19.4,8.65,86.19,313.38,532.23771
24.15,28.44,19.85,8.59,86.44,319.75,371.30171
25.01,29.6,20.41,9.19,84.94,320.0,297.10717
25.66,30.4,20.91,9.49,84.31,320.0,344.19786
26.1,30.99,21.2,9.79,84.31,320.0,345.67971
26.26,30.89,21.64,9.25,85.25,320.69,328.20086
26.49,31.06,21.9,9.16,84.88,321.69,283.19271000000003
26.41,30.74,22.08,8.66,86.44,326.88,273.00557000000003
26.52,30.64,22.39,8.25,87.69,334.0,260.62486
26.61,30.68,22.51,8.16,87.62,341.12,278.43733000000003
26.44,30.66,22.34,8.33,88.41,301.12,247.65514
26.21,30.43,22.15,8.28,89.48,261.12,165.493
26.16,30.53,22.17,8.35,90.22,221.12,117.79671
26.26,30.95,22.16,8.79,90.14,180.44,107.70714
26.36,31.3,22.17,9.13,90.76,139.44,103.13514
26.8,32.11,22.32,9.79,89.75,94.25,91.20017
26.88,32.4,22.29,10.11,89.56,47.12,85.959
26.84,32.57,22.06,10.51,90.11,0.0,101.84967
26.98,32.8,22.1,10.7,89.96,0.0,120.17717
27.14,33.2,22.15,11.05,89.2,0.0,134.092
27.28,33.41,22.01,11.4,88.71,0.0,140.3195
27.39,33.41,22.03,11.39,88.51,0.0,130.93733
27.36,33.35,22.05,11.3,88.64,0.0,135.33882999999997
27.25,33.2,22.03,11.17,88.99,0.0,135.33882999999997
27.18,33.24,21.99,11.25,88.75,0.0,177.94786
27.18,33.25,22.26,10.99,88.62,0.0,192.483
27.09,33.28,22.04,11.24,88.0,0.0,205.59557
27.06,33.49,21.85,11.64,87.6,0.0,220.75929
27.08,33.48,22.1,11.38,87.59,0.0,230.315
27.04,33.6,22.01,11.59,86.72,0.0,241.66271
26.86,33.61,21.76,11.85,86.05,0.0,264.53783000000004
26.82,33.76,21.56,12.2,85.2,0.0,274.11329
26.8,33.69,21.4,12.29,84.84,0.0,246.84486
26.72,33.61,21.25,12.36,83.66,0.0,247.02057
26.59,33.51,20.97,12.54,83.34,0.0,233.61
25.69,32.21,20.31,11.9,84.4,1.01,224.63429
24.76,31.35,19.0,12.35,83.54,3.28,221.02514
23.75,29.95,18.45,11.5,84.78,5.66,229.88717000000003
22.93,28.89,17.86,11.02,84.9,8.19,236.57657
21.95,27.69,17.04,10.65,85.46,10.71,210.22557
20.81,26.17,16.35,9.82,86.85,15.06,190.80543
20.26,25.71,15.66,10.05,88.01,17.63,165.58986
19.65,24.76,15.53,9.24,89.42,20.65,156.55843
19.96,25.41,15.84,9.57,89.16,23.23,143.38243
20.41,25.7,16.81,8.89,90.82,26.0,138.69583
21.02,26.5,17.3,9.2,91.26,30.21,146.86329
21.32,26.72,17.57,9.15,92.46,34.29,130.90457
21.67,27.12,17.99,9.14,92.91,38.36,132.27657000000002
22.07,27.86,18.06,9.8,92.7,40.8,135.51457000000002
21.94,27.64,18.15,9.49,93.46,45.21,141.41057
22.03,28.07,18.05,10.02,93.06,49.16,164.71770999999998
21.91,27.92,17.81,10.11,92.82,52.55,152.982
21.71,27.74,17.54,10.2,92.45,54.49,179.24512
21.31,27.55,16.85,10.7,91.72,54.86,181.36662
21.31,27.71,16.74,10.97,91.22,55.24,168.22111999999998
21.18,27.83,16.34,11.49,90.55,55.61,169.86514000000005
21.14,27.8,16.27,11.53,90.21,55.93,176.60133
20.91,26.88,16.45,10.42,90.91,58.44,182.1132
20.73,26.23,16.55,9.68,91.31,61.33,159.94875
20.4,25.8,16.15,9.65,90.49,64.4,194.3825
19.78,25.38,15.04,10.34,88.75,67.48,119.57175
19.04,24.71,14.11,10.6,88.66,70.55,84.36925
18.56,24.39,13.68,10.71,88.14,73.63,88.9475
18.19,24.1,13.43,10.67,88.24,76.7,83.3232
17.89,24.22,12.88,11.35,87.69,79.65,78.38217
17.75,24.84,12.24,12.6,87.09,80.21,78.38217
17.7,25.2,11.79,13.41,86.98,80.4,82.20271000000001
17.84,24.91,12.3,12.61,88.71,81.26,68.43742999999999
18.29,25.09,13.26,11.83,90.9,83.06,66.56614
18.74,24.85,14.17,10.68,91.22,84.86,63.18043
18.61,24.26,14.27,9.99,92.46,86.66,62.17743
18.64,23.9,14.5,9.4,93.1,76.61,59.67357
18.69,23.36,15.04,8.33,93.94,66.56,60.673
19.2,23.64,15.4,8.24,94.14,59.1,62.019
19.35,23.9,15.54,8.36,93.05,55.08,55.21729
19.09,23.96,15.25,8.71,92.83,51.66,63.388
18.59,23.59,14.66,8.93,92.12,49.13,61.16629
18.32,23.89,14.19,9.7,92.12,47.06,69.44129
18.29,24.03,13.96,10.06,91.06,46.93,65.32
17.39,23.15,12.88,10.28,89.22,60.83,68.99016999999999
16.39,22.55,11.41,11.14,88.58,74.73,72.116
15.05,21.6,10.25,11.35,88.0,86.04,67.73828999999999
14.02,20.6,9.29,11.31,88.09,93.91,69.51214
13.21,20.34,8.06,12.28,86.66,100.31,57.75057
12.64,20.3,7.25,13.05,86.46,104.9,61.58357
12.32,20.42,6.76,13.66,86.34,109.01,50.26543
12.11,20.19,6.57,13.61,87.39,111.33,51.59617
12.85,20.85,7.41,13.44,89.06,111.64,49.23629
13.38,21.39,8.24,13.15,89.66,112.14,41.747
13.74,21.76,8.41,13.35,89.75,112.64,43.19814
13.9,22.08,8.39,13.69,90.37,113.14,40.53271
14.39,21.78,9.29,12.49,90.85,113.64,44.45886
14.89,21.7,10.09,11.61,91.0,114.14,40.83829
14.74,20.61,10.37,10.24,91.04,114.95,43.14
14.36,20.52,9.65,10.88,89.81,116.08,46.72629
13.91,20.06,9.31,10.75,90.49,119.44,47.20571
13.55,19.25,9.0,10.25,90.8,125.61,44.05629
13.35,18.73,8.82,9.9,90.86,131.79,40.82671
13.24,17.82,9.19,8.64,91.55,138.35,37.947
12.34,16.92,7.92,9.0,91.84,145.35,34.34043
11.04,15.87,6.2,9.67,90.31,152.35,33.9505
10.14,15.07,5.14,9.94,90.17,159.04,33.88614
8.96,13.64,4.09,9.55,88.09,143.89,25.49371
7.53,12.71,2.13,10.59,85.79,126.31,21.58829
6.7,12.37,1.21,11.16,84.99,106.05,20.06929
6.35,12.25,0.15,12.1,84.71,86.1,16.90071
6.19,12.66,-0.36,13.02,84.1,65.76,13.56229
6.69,13.46,0.11,13.35,83.1,44.99,12.07117
7.64,14.06,1.51,12.55,84.18,24.43,11.447
7.79,14.26,1.51,12.75,83.62,4.05,8.60957
7.64,14.39,1.3,13.09,84.91,5.26,8.655
8.27,14.7,1.95,12.75,86.32,7.01,8.18886
8.55,14.79,1.99,12.8,86.0,9.26,8.69129
8.32,14.73,1.94,12.79,85.39,11.2,8.838
8.15,14.8,1.54,13.26,85.0,13.14,9.02
8.25,15.3,1.28,14.02,85.78,15.08,8.974
7.67,14.79,0.05,14.74,84.14,16.8,8.248
7.12,14.84,-0.61,15.45,83.71,18.34,6.81714
7.52,15.54,-0.29,15.82,84.25,19.69,5.49814
7.64,15.69,-0.34,16.02,84.45,20.76,5.394
8.05,15.56,0.62,14.94,85.85,21.74,4.72729
8.31,15.44,1.05,14.39,86.0,22.71,4.54033
7.84,14.49,0.84,13.65,86.94,23.69,4.62
6.81,12.85,0.39,12.46,85.86,24.66,3.5408600000000003
5.77,11.72,-0.08,11.8,84.96,25.64,3.44971
5.07,10.69,-0.66,11.35,83.32,26.61,3.18171
4.19,9.64,-1.41,11.05,83.2,27.59,4.693
2.79,8.11,-2.0,10.11,83.64,28.3,4.9177100000000005
1.9,7.54,-3.46,11.0,83.12,28.3,4.96783
0.9,6.36,-4.09,10.45,82.84,28.3,4.80057
-0.06,5.84,-5.14,10.97,80.81,28.3,4.33886
-0.25,6.27,-5.91,12.19,82.09,28.3,4.59629
0.45,6.84,-5.72,12.56,83.58,24.76,4.659140000000001
0.62,7.31,-5.6,12.91,85.18,21.22,5.02914
0.9,7.74,-5.45,13.19,85.42,17.69,3.83829
1.5,8.49,-5.12,13.61,84.79,14.15,3.032
1.77,9.04,-4.57,13.61,84.25,10.61,4.01929
1.32,8.71,-5.12,13.84,82.52,7.07,3.83529
1.24,8.5,-5.37,13.87,83.98,3.54,3.99586
0.79,7.61,-5.46,13.07,84.69,0.0,4.06943
0.46,7.21,-5.55,12.76,86.11,0.38,4.157430000000001
0.31,6.9,-5.61,12.51,86.42,1.12,3.67871
-0.15,6.39,-6.01,12.4,86.04,1.88,3.821
-0.26,6.61,-6.54,13.15,84.8,2.62,3.61943
-0.71,6.08,-7.22,13.3,84.81,3.38,3.43386
-0.64,5.75,-6.51,12.26,87.74,4.12,3.588
-0.86,4.9,-6.54,11.44,84.86,4.88,3.34767
-1.7,4.2,-7.4,11.6,81.92,5.62,3.24783
-1.97,4.56,-7.35,11.91,81.24,6.0,2.7765
-1.59,5.04,-6.97,12.01,82.62,6.0,3.1348000000000003
-0.5,5.6,-5.98,11.58,84.44,6.0,3.2
0.23,6.04,-5.11,11.15,85.78,6.0,3.358
0.56,6.6,-5.01,11.61,86.35,7.26,1.782
1.65,8.2,-4.36,12.56,86.92,10.24,1.5133299999999998
2.14,8.73,-3.49,12.21,90.2,13.96,1.635
2.7,8.73,-2.54,11.26,92.08,18.44,1.351
2.31,8.38,-3.02,11.4,93.79,22.91,1.5792
2.62,7.85,-2.21,10.06,94.35,27.63,1.4521700000000002
2.04,6.95,-2.56,9.51,93.02,32.65,1.0374
0.71,5.59,-3.69,9.27,92.04,37.68,0.97717
-0.46,3.82,-4.34,8.16,90.0,41.44,1.02683
-2.24,2.37,-6.25,8.62,88.52,43.49,1.1982000000000002
-2.54,2.45,-6.73,9.17,88.6,44.79,1.1164
-2.14,3.42,-6.6,10.03,89.59,39.56,1.106
-1.21,3.74,-5.8,9.54,89.49,34.34,1.106
-1.38,4.11,-6.45,10.56,88.19,28.88,1.74175
-1.15,4.94,-6.36,11.3,88.85,23.1,1.7334
-0.29,5.76,-5.57,11.34,89.16,17.33,1.8132
0.81,7.16,-4.81,11.97,90.1,11.55,2.001
1.69,8.07,-3.95,12.02,90.57,5.78,2.001
2.9,9.2,-3.02,12.22,89.01,0.0,2.045
3.26,9.16,-3.05,12.21,87.85,0.0,2.06325
2.29,8.31,-3.84,12.15,85.61,0.0,2.06325
1.41,7.6,-4.66,12.26,83.54,0.0,1.631
0.91,6.67,-4.85,11.52,83.07,0.12,1.5965
-0.21,5.35,-6.0,11.35,82.28,0.38,1.339
-1.86,3.51,-7.61,11.12,79.25,0.62,1.339
-3.2,2.05,-9.04,11.09,77.06,0.88,1.339
-5.19,0.71,-11.1,11.81,76.91,1.12,1.339
-6.47,0.33,-12.23,12.55,76.61,1.38,0.56
-6.54,0.54,-12.46,13.0,78.25,1.62,0.56
-6.12,0.94,-12.1,13.04,80.47,1.88,0.56
-6.4,0.41,-13.02,13.44,81.11,2.12,0.56
-6.46,0.53,-13.41,13.94,82.89,2.38,2.274
-6.15,0.84,-12.85,13.69,84.35,2.75,2.274
-6.34,0.54,-13.09,13.62,85.41,3.12,3.1735
-6.59,0.1,-13.49,13.59,85.3,3.5,2.85067
-7.11,-0.45,-13.99,13.54,85.02,3.88,3.32825
-7.64,-0.45,-14.85,14.4,84.14,4.25,3.32825
-7.42,-0.65,-14.88,14.23,82.0,4.81,3.32825
-7.41,0.44,-14.75,15.19,80.21,5.44,3.32825
-6.25,0.88,-12.59,13.46,80.15,6.21,3.67967
-6.0,1.0,-12.45,13.45,82.35,7.0,3.67967
-5.56,1.4,-11.81,13.21,82.94,7.91,3.483
-4.82,1.84,-10.66,12.5,82.32,7.29,2.6485
-4.2,2.33,-10.07,12.4,81.74,6.66,0.536
-3.24,2.61,-8.66,11.27,82.11,6.04,0.536
-3.25,3.11,-8.62,11.74,84.11,5.23,0.6905
-2.4,3.05,-6.95,10.0,85.98,4.23,0.6905
-2.82,3.03,-7.84,10.86,84.04,2.95,0.6905
-2.74,3.61,-7.75,11.36,83.4,1.54,0.6905
-2.09,4.16,-7.02,11.19,82.48,0.0,0.6905
-1.98,3.78,-6.7,10.48,81.58,0.0,0.845
-1.91,3.21,-6.18,9.39,79.45,0.0,0.7545
-2.8,2.31,-7.15,9.46,77.58,0.0,0.7545
-3.18,1.98,-7.53,9.5,76.04,0.0,0.664
-3.89,1.95,-9.03,10.98,75.22,0.25,1.0195
-3.84,2.35,-9.31,11.66,75.76,0.81,1.0195
-3.65,2.89,-9.45,12.34,74.85,1.38,0.8993300000000001
-3.03,4.06,-9.5,13.56,75.45,1.94,0.75475
-2.0,5.42,-9.09,14.51,77.46,2.8,0.75475
-1.65,6.14,-8.99,15.12,78.34,3.98,0.67875
-0.79,7.27,-8.4,15.67,79.5,5.33,0.67875
-0.09,7.49,-7.65,15.14,80.29,7.76,0.67875
0.09,7.69,-7.44,15.12,78.9,11.14,0.44667
0.38,7.36,-6.86,14.23,80.49,15.24,0.60075
0.69,6.83,-6.03,12.85,80.82,20.89,0.58133
0.16,5.81,-5.95,11.76,79.88,26.54,1.06633
-0.24,5.59,-6.24,11.83,79.18,31.89,1.06633
0.32,6.13,-5.69,11.81,80.77,36.92,1.4195
0.46,6.38,-5.43,11.8,80.51,41.79,1.4195
0.49,7.19,-5.59,12.78,79.69,45.56,1.4195
1.26,7.72,-4.68,12.4,79.94,41.94,1.4195
1.44,8.14,-4.41,12.55,79.14,37.27,1.4325
1.5,8.96,-4.86,13.82,78.91,31.06,1.43167
2.04,9.95,-4.66,14.61,78.91,24.85,1.2595
2.39,10.49,-4.38,14.86,78.75,18.64,1.2595
2.5,10.15,-4.2,14.35,77.08,12.42,2.11633
2.25,9.27,-3.81,13.09,74.96,6.21,1.7645
1.92,8.39,-3.98,12.36,74.58,0.0,1.7966
1.85,8.31,-4.33,12.64,73.44,0.0,1.79667
1.96,9.05,-4.79,13.84,70.3,0.0,1.7645
2.32,9.69,-4.76,14.45,68.09,0.0,1.60283
2.84,10.07,-4.54,14.61,67.2,0.0,1.60283
3.22,10.2,-3.96,14.16,66.53,0.0,1.85086
3.37,10.95,-4.21,15.16,67.24,0.0,1.493
3.77,12.05,-4.64,16.69,68.72,0.0,1.52543
4.34,13.02,-4.39,17.41,67.99,0.0,1.535
4.49,13.54,-4.49,18.02,67.49,0.0,1.4913299999999998
5.05,14.12,-3.69,17.81,66.69,0.0,1.81133
5.43,14.49,-3.38,17.86,66.42,0.0,2.0816
5.63,14.44,-3.18,17.61,66.06,0.0,2.19983
5.69,14.35,-3.18,17.52,65.46,0.0,1.86533
5.88,14.66,-3.21,17.87,64.3,0.0,1.73083
6.54,15.07,-2.59,17.66,62.15,0.0,1.8898
6.78,15.21,-2.31,17.52,62.51,0.0,1.8102
